tjid
169984
129031
169993
135180
167948
165902
169997
170002
118802
165908
165910
159768
153465
163867
170012
186400
178210
165927
170023
147497
186408
186410
182314
161840
182322
167988
153654
147514
159804
186429
180287
170049
170051
165955
145478
180295
118857
120907
170061
176205
168019
112723
141397
149590
149591
149592
141399
161883
176220
141403
161886
186463
176227
118885
159849
118889
172139
168041
159851
159850
172149
182398
159872
133249
139394
163971
163973
170118
186511
176272
145557
145560
182431
184489
161962
131243
153771
145581
153773
184501
178360
159933
159934
147648
159939
178371
164038
188615
184520
164041
168138
164043
159942
168136
127182
168143
174287
159953
131286
174296
127196
166109
168158
114914
112868
123110
168168
166123
149739
168173
149743
164081
129266
121077
121082
166149
166150
164103
166152
164105
164106
174347
174348
164108
127243
145679
164109
182543
166162
160019
166164
121101
174358
160023
172312
145688
180501
145696
174369
145698
145700
174375
164137
174378
182572
174380
174384
160050
160053
160054
174389
160056
168249
170297
178485
182591
178495
178497
182594
162115
180548
160070
174407
160071
145737
145738
170314
160076
162125
145742
145744
164177
141650
176466
164180
168277
112988
166239
174432
153955
178532
123235
170343
176487
174442
170348
170351
127344
162161
162162
168311
170362
172417
141699
153988
141701
178567
168330
129425
156050
162193
178580
168341
119185
137626
162203
178589
178590
119201
168355
156069
156070
162214
162216
156073
162218
162220
156078
162223
178608
156079
168368
156081
123315
162229
127414
178613
162235
162236
178619
160187
176576
156098
156099
156100
178629
162248
162249
147914
180685
178638
121295
180686
156111
156114
162259
178641
178645
168402
168407
147928
168403
168406
168404
168413
166366
178657
149985
166370
180708
178660
125410
178669
141806
119285
119286
125438
129535
170496
166399
139778
162311
168458
166411
168461
125457
156178
170514
150036
166421
186903
174618
184859
166428
166427
170527
176678
180776
141867
133677
180783
137777
166450
176692
168501
184886
131636
164412
182845
168510
186941
182846
180801
182850
168514
168516
176709
172614
172615
166472
113226
172619
174666
172621
164427
162383
180814
180817
172626
172627
172628
168532
164437
166493
150110
164445
150111
186974
168548
168549
150118
176743
184935
180841
146027
160367
180847
146031
143986
172658
174708
160373
164469
158326
160375
141945
160378
176762
166522
174717
182910
174719
143999
146049
164482
146050
144003
184965
158338
164484
144008
144009
176777
187017
187020
158348
146055
144006
158353
150161
174739
182934
174743
150167
150169
184995
144039
166571
125615
119475
176826
125627
166590
135875
187076
139974
142023
170701
148175
148176
180945
139984
146134
187099
148190
148193
166626
180964
180966
180977
158453
168696
123643
150269
144127
170756
180997
142088
137995
133901
121616
150290
158490
170779
183074
158501
138021
185127
183079
183080
170794
170795
150314
156461
162601
187183
162604
176941
170802
168755
172848
162609
168758
172855
150326
168759
121658
168764
172863
181061
185159
181067
156492
162642
183123
179029
179031
181080
158556
176989
156510
140127
140126
158561
174947
174948
140134
179054
156527
179056
140144
179058
140147
140146
179061
140150
140149
179064
179065
117624
179067
183164
179069
179070
179071
187258
183167
166787
138122
162699
177036
179084
179082
168848
162707
166803
174995
162712
158618
121755
152476
183199
183200
181157
158631
150446
181167
121775
172978
183223
166840
158649
177082
152504
181181
164801
168899
158661
168904
142281
175051
187352
175067
158689
119787
119791
152564
127993
166906
134139
160761
166905
152579
138246
160776
148490
181258
181260
160781
136206
156685
117782
175128
175129
117784
160794
168988
130074
166944
187425
113700
113701
160806
171055
171056
144431
156723
152629
158773
158777
187450
144443
171068
160826
160831
166979
158788
175172
148550
181318
173128
177225
160844
121933
136268
184208
166993
177234
175187
166995
187478
167003
142431
142434
124004
167014
164971
187500
142444
142446
144493
185457
185458
185459
185460
171125
177270
173173
187507
142454
185462
185466
177275
175228
173176
185470
136317
144515
175238
185479
160904
136329
152714
185481
126089
181388
158862
136335
138383
185486
183436
185484
185485
169115
173216
173217
167074
154785
187556
148645
169124
138407
171176
130217
181414
183469
169135
169137
169138
142513
146612
187575
169146
148667
148666
148668
146622
171198
171196
146625
148674
179391
187588
169157
171205
173249
171208
169162
142540
187597
146640
183506
187608
185562
187612
187615
173280
187617
173282
113887
181476
183525
162256
150759
115946
179436
114226
115951
187631
146673
187635
150772
167157
187638
173304
173307
146684
158973
173308
167164
158976
158977
167169
163075
158980
173317
144646
187655
161028
175371
187660
163083
158991
173326
128273
183570
163091
175378
158997
187669
115990
144665
161049
156953
115998
152863
187680
116000
161055
167198
150821
169253
187687
187688
169256
187508
169260
187694
181550
175408
183603
163123
116023
169272
122168
146746
185661
187709
187711
146752
181570
181571
183620
169285
169287
111945
181580
179533
171342
183630
171344
187728
187730
154963
187731
138582
175446
169303
187738
132443
132442
187742
146783
187748
187750
187757
173425
173426
181619
169332
187764
181622
169335
173433
146811
175486
130431
177537
183682
146819
169346
181635
159110
181637
173450
181645
169358
159124
112632
177561
173466
116124
165277
140702
165279
167327
167329
177570
167333
140710
140711
140713
179626
165292
169389
161198
177587
159156
177591
157111
179641
179642
165306
167355
107964
165303
177599
177603
144836
150090
177607
177608
185800
177611
185805
142803
142804
142806
181719
161240
167385
144856
183771
144860
181725
177629
167392
161248
144866
165354
165355
155118
165358
187886
167414
181751
165368
185849
112122
167416
159229
165377
165378
159235
179717
175628
165388
134673
130578
181780
177684
161305
157212
167452
159263
169505
177701
185897
155179
151086
181806
169518
165422
159279
169521
169522
169523
130607
169525
114228
167479
130616
167481
159287
161339
159295
116289
126529
167492
144964
165449
130634
161354
165453
167506
167507
126552
167514
177756
179806
159327
167520
181857
159329
167523
177758
165480
181868
175726
149103
132724
116341
169591
116343
165495
169593
169596
159357
175741
159359
165504
142974
169606
165510
175753
169611
122508
175756
165518
151185
175761
116371
159383
159384
149147
169629
159390
159394
171684
171686
149160
165545
159411
171702
171703
179895
171704
171706
145082
159420
171709
161475
173765
173766
161478
161480
136904
161483
169681
179925
147157
175830
165592
161494
161498
181977
171740
171741
147160
178640
171745
130787
130789
157414
171758
159470
167664
159473
163572
173812
177911
159485
175869
157439
159490
159491
182020
159494
159495
173830
175884
173845
182038
179991
177945
167706
163609
186142
173855
163616
186145
167714
163619
180004
171812
130852
186151
143144
163620
186152
186147
186156
163628
182062
186157
153392
186160
186162
137011
186163
143157
143159
171832
165689
175930
163644
182078
175936
186177
124739
167747
175939
165701
175942
188231
124743
149319
167751
149324
163661
124747
134991
169808
128851
161620
139093
106325
161623
186198
137049
163673
163672
167772
151389
165727
165729
165732
175973
171877
145255
143204
175984
184176
178032
184182
175991
184184
186230
175992
175993
184186
130937
178044
188285
184189
167805
175999
173946
178051
184193
153480
184202
178058
176012
176014
165775
176015
184209
143250
165778
167827
178069
184212
112533
186263
118678
145306
112539
173975
171933
176025
165784
112544
149409
153506
165800
112555
165807
165808
149424
167857
186288
165812
186292
180146
171952
165819
182203
171965
186302
118717
167868
180161
174017
163772
159685
159689
145355
167884
174029
159693
163789
145357
159692
163791
159698
151507
165845
163790
171991
180184
180185
159706
165848
180187
165847
169947
180183
151521
112611
180198
159719
112620
112621
153582
112622
180208
153584
112623
182259
167925
174070
180215
174072
163829
180221
